ticket_id,customer_id,category,priority,created_at,resolved_at,resolution_hours,satisfaction_score,agent_name,channel,description
TKT-00340,CUST-028,Feature Request,Low,2024-02-18T12:05:09Z,2024-02-20T06:05:09Z,42.0,4.0,Jamie Arnold,email,Support request: Hair turn condition whether along sort research.. Email pwalker@example.com for details.
TKT-00341,CUST-401,Security,Low,2024-02-19T14:17:47Z,2024-02-19T17:17:47Z,3.0,,Monica Herrera,chat,Tend similar financial beat lead hard factor.
TKT-00342,CUST-274,Feature Request,Low,2024-02-23T12:28:22Z,2024-02-25T14:28:22Z,50.0,9.0,Allison Hill,chat,Science drug happy will young.
TKT-00343,CUST-267,Account,Low,2024-02-09T21:50:11Z,,,,Gina Moore,phone,Run national somebody character usually.
TKT-00344,CUST-474,Onboarding,Low,2024-02-22T09:07:38Z,2024-02-23T15:07:38Z,30.0,7.0,Michele Williams,phone,Do get style.
TKT-00345,CUST-167,Feature Request,Medium,2024-02-25T15:36:25Z,2024-02-28T12:36:25Z,69.0,1.0,Ryan Munoz,email,Support request: Week ability price.
TKT-00346,CUST-250,Technical,High,2024-02-24T03:31:12Z,2024-02-27T02:31:12Z,71.0,3.0,Michele Williams,phone,Billion morning draw man art.
TKT-00347,CUST-192,Technical,Medium,2024-02-12T02:35:09Z,2024-02-12T21:35:09Z,19.0,2.0,Lisa Hensley,phone,Republican behavior TV today.
TKT-00348,CUST-204,Account,Low,2024-02-01T16:33:06Z,2024-02-02T19:33:06Z,27.0,4.0,Michele Williams,chat,Including time learn security oil measure PM.
TKT-00349,CUST-439,Integration,Low,2024-02-09T19:11:31Z,2024-02-10T22:11:31Z,27.0,,Ryan Munoz,email,Avoid nothing itself who door end.
TKT-00350,CUST-009,Billing,Critical,2024-02-27T12:12:22Z,2024-02-29T16:12:22Z,52.0,,Dylan Miller,chat,Unit hotel story for laugh do.
TKT-00351,CUST-328,Performance,Medium,2024-02-27T01:15:52Z,2024-02-29T10:15:52Z,57.0,4.0,Allison Hill,portal,Carry show board black last.
TKT-00352,CUST-424,Security,Low,2024-02-21T23:18:22Z,2024-02-22T13:18:22Z,14.0,1.0,Dylan Miller,email,Image movie who debate final enter.
TKT-00353,CUST-414,Onboarding,High,2024-02-13T08:42:26Z,2024-02-15T15:42:26Z,55.0,10.0,Michele Williams,phone,Bed space fight relate.
TKT-00354,CUST-267,Security,Medium,2024-02-24T05:53:21Z,2024-02-25T01:53:21Z,20.0,8.0,Gina Moore,chat,American structure foreign before eat green message quality.
TKT-00355,CUST-164,Billing,Low,2024-02-16T18:21:42Z,2024-02-17T05:21:42Z,11.0,7.0,Ryan Munoz,phone,Star community weight take new.
TKT-00356,CUST-239,Performance,Critical,2024-02-18T08:21:39Z,2024-02-21T05:21:39Z,69.0,8.0,Lisa Hensley,phone,Economic left sound cause activity store work.
TKT-00357,CUST-273,Billing,Medium,2024-02-26T02:07:18Z,2024-02-26T18:07:18Z,16.0,6.0,Dylan Miller,chat,Cup hundred rather visit.
TKT-00358,CUST-040,Feature Request,Medium,2024-02-06T13:06:13Z,2024-02-07T04:06:13Z,15.0,3.0,Gina Moore,email,Old else spend against.
TKT-00359,CUST-410,Performance,Medium,2024-02-07T00:23:07Z,2024-02-07T07:23:07Z,7.0,9.0,Allison Hill,email,User reported issue with Cup position speak begin.. Please contact david70@example.org or 001-566-470-6625 for follow-up.
TKT-00360,CUST-143,Security,Medium,2024-02-13T17:12:16Z,,,,Allison Hill,chat,Evidence third alone people early.
TKT-00361,CUST-322,Performance,Low,2024-02-10T00:58:24Z,2024-02-10T23:58:24Z,23.0,,Angie Henderson,chat,Issue description: Material third look because him.. Call 780.865.7875 if urgent.
TKT-00362,CUST-188,Feature Request,Low,2024-02-17T05:17:59Z,2024-02-18T20:17:59Z,39.0,9.0,Cristian Santos,email,User reported issue with Conference five despite time sing.. Please contact stokesthomas@example.com or 001-493-421-3348x03965 for follow-up.
TKT-00363,CUST-240,Feature Request,Medium,2024-02-21T20:32:04Z,2024-02-23T09:32:04Z,37.0,10.0,Ryan Munoz,chat,Or south recently trial agreement.
TKT-00364,CUST-057,Integration,High,2024-02-26T23:26:40Z,,,,Gina Moore,phone,Way nor none could write think.
TKT-00365,CUST-322,Technical,High,2024-02-07T01:47:00Z,2024-02-09T06:47:00Z,53.0,8.0,Connie Lawrence,email,My compare also argue own after long.
TKT-00366,CUST-138,Account,Medium,2024-02-01T13:03:38Z,2024-02-01T18:03:38Z,5.0,7.0,Gina Moore,portal,Truth cut candidate response try such.
TKT-00367,CUST-110,Integration,High,2024-02-21T08:36:58Z,,,,Lisa Hensley,phone,Arrive challenge relate center book money.
TKT-00368,CUST-319,Security,Medium,2024-02-12T09:52:42Z,2024-02-14T02:52:42Z,41.0,,Monica Herrera,email,User reported issue with Whether health walk how big few.. Please contact theresaoconnor@example.com or +1-475-428-9539x2644 for follow-up.
TKT-00369,CUST-387,Integration,Medium,2024-02-14T21:03:55Z,2024-02-17T15:03:55Z,66.0,5.0,Cristian Santos,email,Support request: We we hot.
TKT-00370,CUST-187,Integration,Medium,2024-02-17T09:34:52Z,2024-02-18T15:34:52Z,30.0,3.0,Allison Hill,phone,Allow own TV whose determine not view.
TKT-00371,CUST-383,Technical,Low,2024-02-07T20:24:49Z,2024-02-10T06:24:49Z,58.0,7.0,Connie Lawrence,chat,Support request: Former back get floor.
TKT-00372,CUST-234,Onboarding,Low,2024-02-22T06:26:52Z,2024-02-23T02:26:52Z,20.0,,Michele Williams,email,Start prove role from.
TKT-00373,CUST-306,Integration,Medium,2024-02-21T01:49:09Z,,,,Michele Williams,chat,Enter economic attack.
TKT-00374,CUST-158,Feature Request,Low,2024-02-20T14:05:59Z,2024-02-21T21:05:59Z,31.0,8.0,Abigail Shaffer,chat,Support request: Skin result answer just information.
TKT-00375,CUST-202,Billing,Medium,2024-02-08T06:42:34Z,2024-02-11T02:42:34Z,68.0,1.0,Connie Lawrence,email,Support request: This manage her national.
TKT-00376,CUST-242,Onboarding,Medium,2024-02-24T22:18:09Z,2024-02-26T02:18:09Z,28.0,10.0,Gabrielle Davis,phone,Stock small official serve.
TKT-00377,CUST-228,Feature Request,Medium,2024-02-06T22:44:04Z,2024-02-07T23:44:04Z,25.0,10.0,Abigail Shaffer,email,Class available suffer far five.
TKT-00378,CUST-151,Onboarding,Medium,2024-02-25T05:59:13Z,2024-02-27T21:59:13Z,64.0,2.0,Dylan Miller,email,Avoid color heart rule.
TKT-00379,CUST-043,Technical,Low,2024-02-17T14:45:10Z,2024-02-19T18:45:10Z,52.0,9.0,Abigail Shaffer,email,Walk within full world throw relate issue.
TKT-00380,CUST-344,Technical,Medium,2024-02-03T23:59:33Z,2024-02-06T22:59:33Z,71.0,3.0,Jamie Arnold,email,Parent its approach former.
TKT-00381,CUST-386,Billing,Medium,2024-02-25T17:58:11Z,2024-02-26T02:58:11Z,9.0,9.0,Cristian Santos,chat,Important never understand music produce.
TKT-00382,CUST-120,Integration,Low,2024-02-24T20:30:59Z,2024-02-27T09:30:59Z,61.0,,Noah Rhodes,phone,Support request: Down anyone occur style child.. Email adam14@example.net for details.
TKT-00383,CUST-497,Security,Medium,2024-02-26T22:58:54Z,2024-02-27T10:58:54Z,12.0,10.0,Abigail Shaffer,chat,Support request: Thus enter politics hold he high cost.
TKT-00384,CUST-304,Feature Request,Critical,2024-02-19T05:26:52Z,,,,Daniel Wagner,phone,Support request: Enjoy let difficult.. Email anne21@example.org for details.
TKT-00385,CUST-426,Technical,High,2024-02-07T13:40:57Z,2024-02-09T23:40:57Z,58.0,3.0,Cristian Santos,portal,Bad total research maybe too.
TKT-00386,CUST-363,Technical,Medium,2024-02-06T17:06:48Z,,,,Michele Williams,email,Quality per build serious common worker will.
TKT-00387,CUST-064,Onboarding,High,2024-02-17T01:07:11Z,,,,Angie Henderson,phone,Call interest write itself young.
TKT-00388,CUST-304,Technical,Medium,2024-02-07T14:53:40Z,2024-02-09T03:53:40Z,37.0,3.0,Ryan Munoz,email,Challenge organization floor road southern beautiful news need.
TKT-00389,CUST-268,Integration,Medium,2024-02-14T11:30:53Z,2024-02-15T07:30:53Z,20.0,8.0,Monica Herrera,phone,Mind true actually red onto.
TKT-00390,CUST-323,Feature Request,Medium,2024-02-18T12:01:44Z,2024-02-21T10:01:44Z,70.0,3.0,Angie Henderson,portal,Both change note old who beyond.
TKT-00391,CUST-495,Onboarding,High,2024-02-04T18:44:15Z,2024-02-06T22:44:15Z,52.0,10.0,Noah Rhodes,phone,None big experience movie.
TKT-00392,CUST-366,Billing,Low,2024-02-12T23:32:27Z,2024-02-13T01:32:27Z,2.0,6.0,Cristian Santos,email,Issue description: There enough pressure occur list common.. Call 001-660-665-3074x505 if urgent.
TKT-00393,CUST-231,Account,Low,2024-02-06T04:53:34Z,2024-02-09T03:53:34Z,71.0,5.0,Lisa Hensley,phone,Successful teach range win direction.
TKT-00394,CUST-097,Technical,Critical,2024-02-12T15:19:00Z,2024-02-13T21:19:00Z,30.0,9.0,Lisa Hensley,email,Wind kitchen stay especially indicate.
TKT-00395,CUST-141,Integration,Medium,2024-02-05T00:33:16Z,2024-02-06T00:33:16Z,24.0,1.0,Abigail Shaffer,portal,Could deep station scientist.
TKT-00396,CUST-254,Performance,High,2024-02-10T06:52:18Z,2024-02-12T20:52:18Z,62.0,6.0,Michele Williams,phone,Test start middle city find medical career.
TKT-00397,CUST-048,Feature Request,Low,2024-02-21T22:55:47Z,2024-02-23T01:55:47Z,27.0,1.0,Monica Herrera,chat,These ahead cover strategy student economic lead.
TKT-00398,CUST-018,Account,Medium,2024-02-17T22:26:55Z,2024-02-19T09:26:55Z,35.0,,Daniel Wagner,chat,Relate ever statement measure play buy.
TKT-00399,CUST-360,Onboarding,Low,2024-02-07T10:24:22Z,2024-02-09T08:24:22Z,46.0,4.0,Abigail Shaffer,portal,Drop major land.
TKT-00400,CUST-392,Account,Medium,2024-02-20T00:40:24Z,2024-02-22T19:40:24Z,67.0,3.0,Daniel Wagner,email,Only glass clear thus see read expect.
TKT-00401,CUST-448,Billing,Medium,2024-02-23T15:50:13Z,2024-02-24T17:50:13Z,26.0,2.0,Gabrielle Davis,chat,Anyone take sister Democrat determine different.
TKT-00402,CUST-366,Performance,Medium,2024-02-19T01:15:58Z,2024-02-19T20:15:58Z,19.0,4.0,Gina Moore,email,Support request: Especially important after sister should.
TKT-00403,CUST-460,Feature Request,Low,2024-02-25T19:50:57Z,2024-02-27T08:50:57Z,37.0,7.0,Daniel Wagner,email,Listen car community.
TKT-00404,CUST-114,Integration,Low,2024-02-04T21:23:13Z,,,,Michele Williams,chat,Difference part wall.
TKT-00405,CUST-298,Feature Request,Medium,2024-02-12T01:24:16Z,,,,Allison Hill,email,Interest heavy give edge level.
TKT-00406,CUST-192,Account,Medium,2024-02-18T10:20:18Z,2024-02-18T21:20:18Z,11.0,9.0,Michele Williams,phone,User reported issue with Station however bill memory production successful hear.. Please contact kenneth17@example.org or 445-244-4328x30965 for follow-up.
TKT-00407,CUST-387,Feature Request,Medium,2024-02-19T08:04:47Z,2024-02-21T18:04:47Z,58.0,2.0,Angie Henderson,chat,Young else industry home along remain occur.
TKT-00408,CUST-256,Technical,Medium,2024-02-12T13:56:17Z,2024-02-14T13:56:17Z,48.0,4.0,Abigail Shaffer,email,Support request: Gas require rather point little.
TKT-00409,CUST-151,Onboarding,Medium,2024-02-06T22:28:49Z,2024-02-08T10:28:49Z,36.0,,Dylan Miller,email,Issue description: Medical suddenly subject theory Congress best.. Call 001-925-313-5346x55494 if urgent.
TKT-00410,CUST-482,Feature Request,High,2024-02-26T01:17:04Z,2024-02-26T07:17:04Z,6.0,7.0,Cristian Santos,email,Approach plant oil per line create build.
TKT-00411,CUST-029,Technical,Low,2024-02-11T15:47:02Z,2024-02-13T05:47:02Z,38.0,8.0,Monica Herrera,phone,Support request: Morning including that character yeah garden.
TKT-00412,CUST-169,Technical,Medium,2024-02-01T21:30:18Z,2024-02-02T19:30:18Z,22.0,2.0,Allison Hill,chat,Throughout would century television Congress ball forward.
TKT-00413,CUST-236,Security,Medium,2024-02-26T01:54:20Z,2024-02-28T15:54:20Z,62.0,9.0,Michele Williams,chat,Finish around later decide.
TKT-00414,CUST-269,Account,Low,2024-02-16T16:14:31Z,,,,Monica Herrera,phone,Office citizen size sister.
TKT-00415,CUST-151,Performance,Low,2024-02-09T03:14:53Z,2024-02-11T09:14:53Z,54.0,4.0,Gina Moore,chat,Pass plant idea whole.
TKT-00416,CUST-388,Feature Request,Medium,2024-02-09T22:07:13Z,,,,Noah Rhodes,email,Above move room wear throughout series.
TKT-00417,CUST-165,Onboarding,Medium,2024-02-09T07:40:55Z,2024-02-11T12:40:55Z,53.0,2.0,Michele Williams,email,Course quality phone eat really general can.
TKT-00418,CUST-413,Technical,Low,2024-02-13T07:44:02Z,2024-02-13T21:44:02Z,14.0,10.0,Gabrielle Davis,email,Me fill assume animal way lay.
TKT-00419,CUST-357,Billing,High,2024-02-28T01:59:47Z,2024-02-28T13:59:47Z,12.0,5.0,Jamie Arnold,chat,Others full thousand yet garden top grow.
TKT-00420,CUST-282,Integration,Medium,2024-02-28T21:54:28Z,2024-02-29T23:54:28Z,26.0,10.0,Angie Henderson,phone,User reported issue with Close trade speech affect difference.. Please contact jasonjohnson@example.net or (215)306-4890 for follow-up.
TKT-00421,CUST-281,Security,High,2024-02-12T15:30:25Z,2024-02-13T01:30:25Z,10.0,2.0,Cristian Santos,phone,Answer break know.
TKT-00422,CUST-003,Billing,Low,2024-02-09T13:02:56Z,2024-02-10T03:02:56Z,14.0,6.0,Cristian Santos,email,Support request: Natural listen check receive.
TKT-00423,CUST-416,Feature Request,High,2024-02-18T12:48:57Z,2024-02-20T16:48:57Z,52.0,1.0,Noah Rhodes,phone,Act inside big minute performance red industry together.
TKT-00424,CUST-470,Performance,Critical,2024-02-09T19:02:55Z,2024-02-10T16:02:55Z,21.0,5.0,Angie Henderson,chat,Responsibility brother box blood cup current enjoy.
TKT-00425,CUST-181,Onboarding,Medium,2024-02-09T13:34:11Z,2024-02-11T22:34:11Z,57.0,,Connie Lawrence,phone,Win group important civil nature travel read.
TKT-00426,CUST-497,Billing,Low,2024-02-11T08:29:01Z,2024-02-13T05:29:01Z,45.0,2.0,Michele Williams,email,Former able public trade structure protect chance.
TKT-00427,CUST-142,Integration,Low,2024-02-17T20:02:38Z,2024-02-18T06:02:38Z,10.0,6.0,Michele Williams,email,Single avoid rich toward.
TKT-00428,CUST-204,Performance,Critical,2024-02-02T04:28:54Z,2024-02-02T17:28:54Z,13.0,5.0,Michele Williams,email,Lead with enough anyone spend.
TKT-00429,CUST-409,Security,Medium,2024-02-08T06:55:29Z,2024-02-09T09:55:29Z,27.0,4.0,Monica Herrera,phone,Support request: System growth quality.
TKT-00430,CUST-106,Account,Low,2024-02-21T00:36:12Z,2024-02-22T14:36:12Z,38.0,5.0,Jamie Arnold,portal,School believe serve animal system professional.
TKT-00431,CUST-348,Feature Request,Low,2024-02-28T10:40:38Z,2024-02-28T11:40:38Z,1.0,4.0,Michele Williams,chat,Forget thus western environmental.
TKT-00432,CUST-438,Integration,Low,2024-02-20T02:49:53Z,2024-02-21T08:49:53Z,30.0,8.0,Monica Herrera,email,Head garden box hundred.
TKT-00433,CUST-384,Integration,Medium,2024-02-11T08:52:34Z,2024-02-12T14:52:34Z,30.0,10.0,Gabrielle Davis,chat,Even history surface son power someone both.
TKT-00434,CUST-493,Feature Request,High,2024-02-09T17:31:29Z,,,,Dylan Miller,email,Word such billion treat.
TKT-00435,CUST-331,Security,Low,2024-02-21T11:04:54Z,2024-02-23T17:04:54Z,54.0,,Abigail Shaffer,chat,Support request: Soon question consider here grow agreement range.
TKT-00436,CUST-116,Technical,Medium,2024-02-18T08:08:50Z,2024-02-20T11:08:50Z,51.0,1.0,Noah Rhodes,chat,Low maintain thought key.
TKT-00437,CUST-465,Account,Low,2024-02-09T05:20:23Z,2024-02-11T08:20:23Z,51.0,8.0,Lisa Hensley,portal,Energy fire relate question.
TKT-00438,CUST-068,Integration,Medium,2024-02-12T23:41:52Z,2024-02-13T15:41:52Z,16.0,7.0,Cristian Santos,chat,Rich difference what their mind read peace.
TKT-00439,CUST-291,Performance,Low,2024-02-15T23:49:39Z,2024-02-17T07:49:39Z,32.0,2.0,Allison Hill,chat,Product eat generation put his stuff.
TKT-00440,CUST-068,Performance,Low,2024-02-18T20:22:16Z,2024-02-19T07:22:16Z,11.0,4.0,Allison Hill,portal,Throughout party activity various measure light many.
TKT-00441,CUST-401,Integration,High,2024-02-12T08:32:57Z,2024-02-13T14:32:57Z,30.0,8.0,Monica Herrera,chat,Avoid man drive wife.
TKT-00442,CUST-160,Feature Request,High,2024-02-24T23:08:19Z,2024-02-26T14:08:19Z,39.0,8.0,Dylan Miller,phone,Medical nearly her.
TKT-00443,CUST-069,Performance,Low,2024-02-08T09:52:51Z,2024-02-09T14:52:51Z,29.0,2.0,Lisa Hensley,email,Support request: Bad know of because material.
TKT-00444,CUST-241,Feature Request,High,2024-02-28T16:54:31Z,2024-03-01T08:54:31Z,40.0,7.0,Gabrielle Davis,email,Budget market president bill include news.
TKT-00445,CUST-328,Security,Low,2024-02-18T00:33:14Z,2024-02-20T04:33:14Z,52.0,,Daniel Wagner,chat,Stay social white.
TKT-00446,CUST-026,Security,Low,2024-02-07T17:48:11Z,2024-02-08T16:48:11Z,23.0,3.0,Monica Herrera,chat,Customer escalation: Three none pressure lay future.. Reach out at velasquezmegan@example.com.
TKT-00447,CUST-338,Security,Low,2024-02-13T10:23:54Z,2024-02-13T11:23:54Z,1.0,10.0,Allison Hill,portal,Stop who factor miss reduce animal.
TKT-00448,CUST-292,Performance,Medium,2024-02-02T04:51:42Z,,,,Connie Lawrence,chat,Manage state score important.
TKT-00449,CUST-174,Integration,Low,2024-02-15T10:05:40Z,2024-02-18T02:05:40Z,64.0,6.0,Allison Hill,phone,Particularly could us hotel lead.
TKT-00450,CUST-259,Performance,Low,2024-02-02T20:50:41Z,2024-02-04T18:50:41Z,46.0,1.0,Jamie Arnold,chat,Response blue increase unit study.
TKT-00451,CUST-402,Technical,Low,2024-02-11T01:12:13Z,2024-02-11T13:12:13Z,12.0,3.0,Dylan Miller,chat,But through leader operation mean white above save.
TKT-00452,CUST-008,Technical,Low,2024-02-20T12:14:42Z,2024-02-21T23:14:42Z,35.0,5.0,Michele Williams,email,User reported issue with Very stuff lot meet TV concern official.. Please contact dalesandoval@example.net or 686-769-3465x47226 for follow-up.
TKT-00453,CUST-148,Security,Medium,2024-02-09T22:49:46Z,2024-02-10T22:49:46Z,24.0,3.0,Jamie Arnold,chat,Support request: Plan cut person fact generation public wonder.
TKT-00454,CUST-489,Security,Low,2024-02-01T05:11:45Z,,,,Dylan Miller,phone,Mean reason follow break.
TKT-00455,CUST-169,Onboarding,High,2024-02-23T01:15:32Z,2024-02-24T17:15:32Z,40.0,10.0,Gina Moore,chat,No old wall report purpose throw.
TKT-00456,CUST-063,Billing,Medium,2024-02-21T06:18:51Z,2024-02-22T21:18:51Z,39.0,4.0,Ryan Munoz,phone,Support request: Experience suggest space mission agent certainly prove.
TKT-00457,CUST-424,Security,Medium,2024-02-07T22:23:11Z,,,,Daniel Wagner,chat,Environment size worker raise chair.
TKT-00458,CUST-247,Billing,Medium,2024-02-09T12:08:53Z,2024-02-11T02:08:53Z,38.0,1.0,Connie Lawrence,chat,Real far send allow.
TKT-00459,CUST-008,Onboarding,Medium,2024-02-02T14:57:52Z,2024-02-04T04:57:52Z,38.0,9.0,Noah Rhodes,chat,Bill test science ten score night down.
TKT-00460,CUST-173,Security,Low,2024-02-14T15:15:36Z,,,,Allison Hill,email,Realize another high indicate small.
TKT-00461,CUST-431,Onboarding,Medium,2024-02-21T18:51:49Z,,,,Allison Hill,portal,Whole approach season data than team.
TKT-00462,CUST-321,Security,Medium,2024-02-27T19:03:41Z,2024-02-28T07:03:41Z,12.0,3.0,Connie Lawrence,email,Stop treatment relate positive sense national.
TKT-00463,CUST-086,Technical,High,2024-02-15T16:02:10Z,2024-02-17T03:02:10Z,35.0,3.0,Connie Lawrence,phone,Cultural right cover large work avoid while same.
TKT-00464,CUST-040,Security,Low,2024-02-03T08:27:03Z,2024-02-03T12:27:03Z,4.0,2.0,Ryan Munoz,phone,Help investment news candidate.
TKT-00465,CUST-168,Feature Request,High,2024-02-09T16:09:07Z,2024-02-09T23:09:07Z,7.0,5.0,Noah Rhodes,chat,Suffer accept letter visit always up others similar.
TKT-00466,CUST-482,Billing,Medium,2024-02-03T05:18:16Z,2024-02-03T10:18:16Z,5.0,6.0,Michele Williams,email,User reported issue with Past product make of group six fish detail.. Please contact abigailhartman@example.org or (988)261-5335x55439 for follow-up.
TKT-00467,CUST-445,Feature Request,Low,2024-02-07T20:06:15Z,2024-02-09T10:06:15Z,38.0,2.0,Gabrielle Davis,email,Protect knowledge toward party.
TKT-00468,CUST-227,Security,Medium,2024-02-20T19:24:08Z,,,,Allison Hill,email,Issue description: During always those high someone box either rich.. Call 287.370.4358x11288 if urgent.
TKT-00469,CUST-393,Technical,Medium,2024-02-11T06:07:13Z,2024-02-14T04:07:13Z,70.0,1.0,Allison Hill,chat,Prove similar ten interest billion.
TKT-00470,CUST-411,Billing,Low,2024-02-14T05:06:32Z,2024-02-16T23:06:32Z,66.0,,Abigail Shaffer,email,Stock these scientist itself stage authority rather.
TKT-00471,CUST-166,Security,Low,2024-02-22T10:57:14Z,2024-02-22T23:57:14Z,13.0,,Ryan Munoz,portal,Learn forward beautiful.
TKT-00472,CUST-282,Performance,High,2024-02-19T13:15:04Z,2024-02-20T00:15:04Z,11.0,4.0,Ryan Munoz,email,Concern edge audience.
TKT-00473,CUST-452,Feature Request,Medium,2024-02-16T08:39:34Z,2024-02-16T23:39:34Z,15.0,5.0,Ryan Munoz,phone,Support request: Treat imagine later identify first.
TKT-00474,CUST-127,Billing,Low,2024-02-08T10:12:03Z,2024-02-10T15:12:03Z,53.0,5.0,Gabrielle Davis,phone,Support request: Pull movement political peace series one.
TKT-00475,CUST-062,Security,Medium,2024-02-26T12:07:04Z,2024-02-28T10:07:04Z,46.0,5.0,Gina Moore,portal,Group me face rate.
TKT-00476,CUST-365,Integration,Medium,2024-02-22T20:45:04Z,2024-02-25T07:45:04Z,59.0,6.0,Cristian Santos,phone,Beat she join house produce listen mouth carry.
TKT-00477,CUST-053,Account,Low,2024-02-25T07:40:52Z,2024-02-25T23:40:52Z,16.0,8.0,Noah Rhodes,chat,Support request: Someone support far plant fear thought.
TKT-00478,CUST-084,Security,Medium,2024-02-04T12:53:44Z,2024-02-04T22:53:44Z,10.0,10.0,Abigail Shaffer,chat,Whatever action themselves center among of.
TKT-00479,CUST-066,Integration,Low,2024-02-26T19:55:53Z,2024-02-27T17:55:53Z,22.0,,Ryan Munoz,chat,Mr water fight security tough gas.
TKT-00480,CUST-425,Onboarding,Low,2024-02-04T00:26:56Z,2024-02-04T23:26:56Z,23.0,9.0,Gabrielle Davis,chat,Town surface central contain pattern education.
TKT-00481,CUST-336,Performance,Medium,2024-02-03T05:15:33Z,2024-02-03T08:15:33Z,3.0,7.0,Jamie Arnold,chat,Consider son system surface.
TKT-00482,CUST-139,Onboarding,Medium,2024-02-10T14:36:01Z,2024-02-13T08:36:01Z,66.0,5.0,Daniel Wagner,email,Leave near fact attack better rise maintain.
TKT-00483,CUST-471,Integration,Medium,2024-02-17T04:45:10Z,2024-02-17T07:45:10Z,3.0,5.0,Gina Moore,email,Ground provide doctor expect attorney cover.
TKT-00484,CUST-328,Billing,High,2024-02-27T02:45:32Z,2024-02-29T04:45:32Z,50.0,6.0,Michele Williams,phone,Support request: Late pattern figure once not hair first.
TKT-00485,CUST-486,Onboarding,Medium,2024-02-22T07:09:44Z,2024-02-22T15:09:44Z,8.0,5.0,Connie Lawrence,chat,Collection finish size Republican political everybody.
TKT-00486,CUST-289,Billing,Medium,2024-02-23T18:27:15Z,2024-02-25T18:27:15Z,48.0,7.0,Monica Herrera,email,Support request: Care run there leg grow figure.
TKT-00487,CUST-286,Security,Low,2024-02-07T16:25:35Z,2024-02-08T03:25:35Z,11.0,6.0,Noah Rhodes,portal,Board population bank exactly step through cultural.
TKT-00488,CUST-090,Billing,Low,2024-02-25T22:46:53Z,2024-02-26T14:46:53Z,16.0,3.0,Connie Lawrence,email,Baby away affect medical all old if operation.
TKT-00489,CUST-298,Account,Low,2024-02-06T11:32:18Z,2024-02-07T03:32:18Z,16.0,7.0,Allison Hill,chat,Necessary myself your.
TKT-00490,CUST-413,Feature Request,Medium,2024-02-03T22:17:37Z,2024-02-05T08:17:37Z,34.0,5.0,Lisa Hensley,portal,President chance hotel through operation tax card.
TKT-00491,CUST-352,Account,Medium,2024-02-23T12:39:19Z,,,,Abigail Shaffer,email,Member however maybe production summer southern pass.
TKT-00492,CUST-014,Billing,Medium,2024-02-02T08:29:46Z,2024-02-03T13:29:46Z,29.0,,Jamie Arnold,phone,Support request: Serious cell city not.
TKT-00493,CUST-141,Integration,Medium,2024-02-20T12:34:43Z,2024-02-21T03:34:43Z,15.0,2.0,Gina Moore,phone,Process whose save low grow despite maintain.
TKT-00494,CUST-444,Performance,Low,2024-02-04T02:17:47Z,2024-02-06T02:17:47Z,48.0,4.0,Gina Moore,phone,Enough doctor protect military.
TKT-00495,CUST-348,Security,Low,2024-02-26T06:38:30Z,2024-02-27T18:38:30Z,36.0,7.0,Ryan Munoz,chat,Hold truth thing always possible billion.
TKT-00496,CUST-247,Technical,Low,2024-02-21T05:38:37Z,2024-02-23T06:38:37Z,49.0,2.0,Daniel Wagner,chat,Plant event score official now heavy her.
TKT-00497,CUST-187,Billing,Low,2024-02-19T17:31:43Z,2024-02-21T10:31:43Z,41.0,1.0,Gabrielle Davis,chat,President structure might heavy trade might good test.
TKT-00498,CUST-094,Technical,Medium,2024-02-16T20:12:03Z,2024-02-19T17:12:03Z,69.0,1.0,Gabrielle Davis,email,Society thought according think key discover method.
TKT-00499,CUST-251,Onboarding,High,2024-02-17T23:40:11Z,2024-02-19T11:40:11Z,36.0,1.0,Monica Herrera,phone,Support request: Deep cost gun response brother.
TKT-00500,CUST-391,Onboarding,Medium,2024-02-14T09:33:36Z,2024-02-14T10:33:36Z,1.0,2.0,Gabrielle Davis,chat,Increase form box push look.
TKT-00501,CUST-415,Billing,Medium,2024-02-22T13:20:43Z,,,,Monica Herrera,portal,Claim street against amount of claim picture always.
TKT-00502,CUST-058,Integration,Low,2024-02-28T05:25:10Z,,,,Daniel Wagner,email,Customer escalation: Chair coach two might if wide point.. Reach out at stacey37@example.net.
TKT-00503,CUST-424,Onboarding,Medium,2024-02-20T22:59:12Z,2024-02-21T08:59:12Z,10.0,2.0,Connie Lawrence,portal,User reported issue with Opportunity discover history board dark teacher mean information.. Please contact catherinethompson@example.net or +1-808-781-1729x806 for follow-up.
TKT-00504,CUST-181,Account,Medium,2024-02-20T00:20:29Z,2024-02-22T21:20:29Z,69.0,10.0,Ryan Munoz,chat,Recently investment voice.
TKT-00505,CUST-143,Account,Low,2024-02-03T07:57:14Z,2024-02-04T05:57:14Z,22.0,7.0,Gabrielle Davis,chat,Smile high open scientist seven recent best.
TKT-00506,CUST-129,Security,Medium,2024-02-15T17:13:51Z,2024-02-18T13:13:51Z,68.0,6.0,Abigail Shaffer,chat,Effort she travel base.
TKT-00507,CUST-128,Account,High,2024-02-01T14:01:21Z,2024-02-04T03:01:21Z,61.0,9.0,Monica Herrera,email,Theory impact country remember smile official brother according.
TKT-00508,CUST-319,Feature Request,Medium,2024-02-15T19:19:13Z,2024-02-18T05:19:13Z,58.0,,Connie Lawrence,phone,Support request: Reach firm gun choice prepare.
